task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:15050515,Other,Social Behavior & Norms,3.0,medium,12,pubmed,pubmed,1.0,106.33,3279,2690,0.8,0.45,0.35,0.78,0.75,0.607,1,"The model provided a well-structured, comprehensive answer covering most key mechanisms identified in the gold standard: cultural evolution/learning, conformity/prestige biases, game-theoretic dynamics, neuroscience substrates, and enforcement mechanisms. Coverage is strong (~0.80) though it misses computational models of norm emergence and doesn't clearly delineate unknown aspects. Evidence quality is moderate (~0.45): the model cited real, relevant works (Boyd & Richerson, Fehr & Gächter, Cial"
PMID:30846383,Other,Veterinary Neurology & Comparative Medicine,2.33,easy,11,pubmed,pubmed,1.0,87.54,3390,2129,0.75,0.35,0.3,0.8,0.75,0.565,0,"The model provided a well-structured, comprehensive answer covering most therapeutic approaches (pharmacological, dietary, nutraceutical, behavioral, investigational) and correctly emphasized that no cure exists. Coverage is good (0.75) but misses DISHA classification, prevalence data, tau pathology, and detailed knowledge gaps from the gold standard. Evidence quality is low (0.35) because the model provided no PMIDs or formal citations, only author-name references, and critically claimed it 'wa"
PMID:37585269,Neuroscience & Psychiatry,Sleep medicine; Neuropeptide signaling,3.33,medium,17,chembl;clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,chembl;clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,1.0,130.84,6655,3835,0.85,0.65,0.55,0.75,0.85,0.72,1,"Coverage is strong (0.85): the model addresses all major therapeutic categories from the gold standard—orexin agonists, peptide replacement, cell transplantation, gene therapy, and immunotherapy—and covers key unknowns like pharmacokinetic profiling and circadian replication. It misses some specifics (dual OX1R/OX2R profile of TAK-994 vs. OX2R-selective, specific oxybate formulations, the role of surviving ~10% neurons). Evidence quality is moderate (0.65): the model cites studies by author/jour"
PMID:33482595,Genomics & Precision Medicine,Genetics,3.67,hard,12,ncbi_datasets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,134.09,4531,2872,0.82,0.6,0.55,0.88,0.78,0.7115,1,"The model provides strong coverage of uncharacterized DC mechanisms, going gene-by-gene (TINF2, RTEL1, PARN, ZCCHC8, ACD, CTC1, WRAP53, DKC1) with detailed mechanistic gaps, and adds cross-cutting themes (TERRA, somatic reversion, innate immune activation). However, it misses some genes from the gold (NHP2, NOP10, POT1, RPA1), states 16 vs 18 genes, and omits therapeutic landscape and FlowFISH diagnostics. Evidence quality is moderate—references are real but vaguely cited without PMIDs despite r"
PMID:35773407,Oncology,Molecular Classification & Precision Oncology,3.0,medium,20,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,129.23,10340,1182,0.0,0.1,0.3,0.0,0.0,0.095,0,"The model failed to produce any substantive answer. It only stated 'Let me refine my search terms to find the relevant literature' and then made 20 tool calls without synthesizing results into a response. While the tool calls did identify one relevant paper (PMID 41303568 on CMS to iCMS/IMF transition), the model never cited it, analyzed it, or addressed any of the key aspects from the gold standard (IMF vs CMS comparison, prospective validation status, iCMS2/iCMS3 subtypes, unknown aspects of t"
PMID:38797149,Other,Cell Signaling & Lipid Biology,4.0,hard,19,biomcp;chembl;kegg;ncbi_datasets;pubmed,biomcp;chembl;kegg;ncbi_datasets;pubmed,1.0,193.36,8325,4640,0.65,0.55,0.45,0.6,0.55,0.5575,0,"The model produced a detailed, well-organized answer covering established PI signaling mechanisms (seven species, kinases/phosphatases, membrane identity, PI3K-AKT pathway, PLC branch, cellular physiology). However, it misses the gold answer's central theme: nonlinear dynamics including excitable behavior, sustained oscillations, and mixed-mode oscillations that transform PI metabolism from a simple signal relay to a self-organizing system. The model barely mentions feedback loops and doesn't di"
PMID:26886473,Surgical Sciences,Endodontics,2.67,medium,12,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,146.8,4972,2352,0.8,0.55,0.5,0.75,0.75,0.66,1,"The model covers most key aspects from the gold standard including the Cochrane review findings, lack of evidence for benefit, antimicrobial resistance concerns, and evidence gaps. However, it misses specific unknown aspects like anesthesia success for inferior alveolar nerve blocks and specific harms (adverse drug reactions, microbiome disruption). Evidence quality is moderate - the model references the Cochrane review accurately but lacks specific PMIDs and didn't cite tool-returned results li"
PMID:31967345,Genomics & Precision Medicine,Epigenetic & Post-Translational Regulation,4.0,hard,16,kegg;pubmed;uniprot,kegg;pubchem;pubmed;uniprot,0.75,160.63,7209,3836,0.75,0.45,0.5,0.8,0.7,0.6275,1,"The model provided a well-structured and detailed answer covering the three main areas (mRNA stability, translation, trafficking) with good mechanistic depth and an integration section. Coverage is solid but misses key gold-standard examples (HUWE1/N-MYC, USP21/NANOG) and underemphasizes atypical chain types and autophagy crosstalk. Evidence quality is limited because the model relied entirely on training knowledge after tool failures; citations lack PMIDs and are unverifiable, with potential ha"
PMID:34140529,Genomics & Precision Medicine,Rare Genetic Syndromes,3.67,hard,17,ncbi_datasets;opentargets;pubmed,ncbi_datasets;opentargets;pubmed,1.0,172.6,6556,4746,0.85,0.6,0.5,0.6,0.75,0.66,1,"The model provides extensive coverage of the key topics (gene-by-gene contributions, atypical deletions, trans-acting modifiers, epigenetic mechanisms, domain-specific effects, and mechanism-based therapies), exceeding the gold standard in breadth. However, evidence quality is moderate: many citations lack PMIDs making verification difficult, and several modifier claims (APOE, BDNF, COMT, FBN1 effects specifically in WS) are presented with more confidence than the evidence warrants—the gold stan"
PMID:31576938,Neuroscience & Psychiatry,Psychiatry,3.33,medium,12,pubmed,pubmed,1.0,110.93,4993,3128,0.8,0.65,0.5,0.9,0.85,0.7175,1,"The model provides a thorough, well-structured answer covering most key aspects from the gold standard: DSM-5 classification, phenomenological comparisons, neurobiological evidence, treatment response patterns, and the hybrid/intermediate position. However, it misses some specific points like the SLITRK1 gene locus, similar age of onset, and the evidence quality landscape (small studies, underpowered trials). Evidence quality is moderate—citations reference real studies by author/year but lack P"
PMID:40766035,Public Health & Epidemiology,"Geriatrics, Preventive Medicine",4.0,hard,15,pubmed,ncbi_datasets;pubmed,0.5,108.39,4282,3171,0.88,0.78,0.45,0.87,0.85,0.7465,1,"The model provided a comprehensive answer covering all three main areas (reframing aging, multimorbidity, lifespan prevention) plus the WHO framework. Coverage is strong with detailed discussion of ageism interventions, integrated care models, deprescribing, and life-course strategies. Evidence quality is good—citations reference real studies (FINGER, PREDIMED, LIFE, D-PRESCRIBE trials) with correct journal attributions and evidence levels, though PMIDs are absent and gold-standard citations wer"
PMID:20724852,Rare & Orphan Diseases,Hereditary Corneal Dystrophies,3.33,medium,14,chembl;clinicaltrialsgov;pubmed;uniprot,chembl;clinicaltrialsgov;pubmed;uniprot,1.0,88.16,6061,2744,0.75,0.4,0.45,0.7,0.7,0.59,0,"The model covers most key aspects from the gold standard including the R124H mutation mechanism, recurrence after all surgical modalities, gene therapy/CRISPR as future directions, and the contraindication of refractive surgery in GCD2. However, it misses important points: homozygous vs heterozygous severity differences, collagen crosslinking as a potential approach, and iPSC-derived gene-corrected keratocytes. Evidence quality is poor—the model incorrectly stated tools returned empty results wh"
PMID:40747632,Infectious Disease & Immunology,Autoinflammatory Diseases,3.0,medium,20,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,99.13,8480,4039,0.75,0.55,0.45,0.7,0.7,0.62,1,"The model provided a thorough and well-structured answer covering most key aspects: clinical discriminators (non-pruritic rash, fever, antihistamine resistance), laboratory markers (CRP/SAA, monoclonal IgM, genetic testing), and IL-1 inhibition evidence. However, it missed VEXAS syndrome (explicitly noted in gold standard), underemphasized neutrophilic dermal infiltrate on skin biopsy as a key discriminator, and omitted the fixed vs. migratory distribution feature. Evidence quality is moderate: "
