task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:35883776,Clinical Medicine,Hypertensive disorders of pregnancy,3.67,hard,0,,clinicaltrialsgov;pubmed,0.0,61.34,486,2718,,,,,,,,
PMID:38593118,Neuroscience & Psychiatry,Neurological Disorders - Epilepsy,3.67,hard,0,,clinicaltrialsgov;pubmed,0.0,53.03,528,3344,,,,,,,,
NCT02837588,Surgical Sciences,Gynecology & Pelvic Medicine,2.33,easy,6,clinicaltrialsgov;pubmed,clinicaltrialsgov;openfda;pubmed,0.667,146.51,10162,7109,,,,,,,,
PMID:20091619,Public Health & Epidemiology,Palliative and End-of-Life Care,2.33,easy,3,pubmed,clinicaltrialsgov;pubmed,0.5,117.8,11016,3558,,,,,,,,
PMID:40630651,Neuroscience & Psychiatry,"Neurotrauma, spinal cord injury mechanisms",4.67,hard,3,pubmed,pubmed,1.0,93.46,6443,4699,,,,,,,,
PMID:38233851,Public Health & Epidemiology,Health Systems & Pharmaceutical Interventions,3.67,hard,3,pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.333,79.83,6244,4118,,,,,,,,
PMID:40425830,Public Health & Epidemiology,"Zoonotic spillover surveillance, Ecological disease prevention",4.0,hard,5,pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.333,120.48,13559,4180,,,,,,,,
PMID:27750340,Clinical Medicine,Laboratory Medicine & Clinical Chemistry,2.67,medium,0,,opentargets;pubmed,0.0,34.46,516,4096,,,,,,,,
PMID:35477331,Oncology,Cancer Screening & Early Detection,3.33,medium,4,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,106.48,6013,3414,,,,,,,,
PMID:38886139,Neuroscience & Psychiatry,Systems Neuroscience & Learning,4.33,hard,0,,ncbi_datasets;pubmed,0.0,27.5,495,4096,,,,,,,,
2207.06096v2,Cardiovascular Medicine,Cardiac Signal Analysis and Medical AI,2.67,medium,2,pubmed,pubmed,1.0,75.53,3672,3304,,,,,,,,
PMID:39546829,Neuroscience & Psychiatry,Prion Disease & Neurodegeneration,4.33,hard,2,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,75.53,4895,3694,,,,,,,,
hsa05340,Infectious Disease & Immunology,Primary Immunodeficiencies & Immune Dysregulation,3.0,medium,3,biomcp;pubmed,biomcp;pubmed;uniprot,0.667,83.54,5491,3489,,,,,,,,
PMID:38996387,Neuroscience & Psychiatry,Neurodegenerative diseases,4.33,hard,4,pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.5,76.73,6665,4142,,,,,,,,
PMID:39653824,Cardiovascular Medicine,"Atherosclerosis, Clonal Hematopoiesis",4.0,hard,7,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,0.4,148.2,20048,3173,,,,,,,,
PMID:41779722,Oncology,Hematologic Malignancies & Plasma Cell Disorders,4.0,hard,8,pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.25,151.62,47864,4362,,,,,,,,
PMID:35505248,Infectious Disease & Immunology,"Urinary tract infections, Host-microbiota interactions",3.67,hard,0,,clinicaltrialsgov;opentargets;pubmed,0.0,40.33,616,2800,,,,,,,,
PMID:26175143,Clinical Medicine,Nephrology,3.67,hard,13,pubmed,pubmed,1.0,371.34,86605,2334,,,,,,,,
P19532,Oncology,Renal Cell Carcinoma,4.0,hard,6,clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.75,114.21,15619,3892,,,,,,,,
PMID:36168375,Neuroscience & Psychiatry,Neuroimmunology & Gut-Brain Axis,3.67,hard,6,kegg;pubmed,kegg;opentargets;pubmed,0.667,114.2,16606,4764,,,,,,,,
PMID:36819340,Neuroscience & Psychiatry,Neurodevelopmental Disorders & Epilepsy,4.33,hard,7,kegg;pubmed,kegg;opentargets;pubmed,0.667,161.7,19363,4135,,,,,,,,
PMID:34973469,Clinical Medicine,Metabolic Medicine & Endocrinology,4.0,hard,4,pubmed,clinicaltrialsgov;kegg;opentargets;pubmed,0.25,73.94,7217,3209,,,,,,,,
PMID:37488315,Public Health & Epidemiology,Health Disparities & Policy,3.67,hard,0,,clinicaltrialsgov;pubmed,0.0,42.92,507,2697,,,,,,,,
PMID:34023496,Infectious Disease & Immunology,Antiviral Drug Development,4.0,hard,0,,chembl;clinicaltrialsgov;opentargets;pubmed,0.0,41.37,735,4096,,,,,,,,
PMID:39232666,Genomics & Precision Medicine,Spatial Genomics,3.33,medium,3,pubmed,biomcp;ncbi_datasets;pubmed,0.333,69.92,5824,3592,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Translational Fibrosis Therapy,4.0,hard,5,pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.25,161.57,14488,4245,,,,,,,,
PMID:38722020,Public Health & Epidemiology,Health Literacy & Communication,2.67,medium,12,pubmed,pubmed,1.0,589.58,70027,7187,,,,,,,,
PMID:40404827,Oncology,"Viral oncology, KSHV-associated malignancies",4.33,hard,14,chembl;pubmed,chembl;opentargets;pubchem;pubmed,0.5,386.76,81835,3448,,,,,,,,
PMID:31450719,Clinical Medicine,Sleep Medicine & Otolaryngology,4.0,hard,30,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,582.8,131292,8667,,,,,,,,
PMID:38351187,Oncology,Immunotherapy Resistance & Precision Oncology,5.0,hard,15,pubmed,chembl;opentargets;pubmed;uniprot,0.25,377.24,64908,3485,,,,,,,,
PMID:26677426,Clinical Medicine,Nephrology & Transplantation,4.0,hard,2,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed;uniprot,0.5,65.06,5287,4155,,,,,,,,
PMID:36156126,Public Health & Epidemiology,Smoking Cessation/Metabolic Health,3.67,hard,6,biomcp;pubmed,biomcp;pubmed,1.0,205.19,13335,4366,,,,,,,,
PMID:31648041,Clinical Medicine,Hematology & Thrombosis,3.0,medium,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,353.73,38243,4912,,,,,,,,
2503.21992v1,Neuroscience & Psychiatry,Movement Disorders,3.67,hard,3,pubmed,ncbi_datasets;opentargets;pubmed,0.333,65.05,6746,4336,,,,,,,,
PMID:40307460,Genomics & Precision Medicine,Epigenetics and chromatin regulation,3.33,medium,11,pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.5,311.44,27003,4913,,,,,,,,
PMID:35723942,Oncology,Immunotherapy and Targeted Therapy,4.0,hard,10,pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.25,401.27,40067,4263,,,,,,,,
PMID:37068095,Oncology,Neuroendocrine Tumors & Tumor Grading,3.67,hard,5,pubmed,chembl;opentargets;pubmed;uniprot,0.25,340.78,25250,2931,,,,,,,,
PMID:24842458,Neuroscience & Psychiatry,Psychiatry,2.67,medium,2,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,200.77,4693,3546,,,,,,,,
PMID:27659301,Other,Aging Biology; Gerontology,3.67,hard,7,kegg;pubmed,kegg;opentargets;pubmed;uniprot,0.5,199.16,8733,4634,,,,,,,,
PMID:30931707,Clinical Medicine,Dental Materials & Toxicology,3.33,medium,3,pubmed,chembl;openfda;pubmed,0.333,148.54,5415,2649,,,,,,,,
PMID:28977451,Genomics & Precision Medicine,3D Genome Organization,3.67,hard,8,pubmed,ncbi_datasets;pubmed,0.5,216.34,21450,3068,,,,,,,,
PMID:36983246,Clinical Medicine,Pain Medicine & Neuroscience,4.33,hard,3,pubmed,opentargets;pubmed,0.5,139.99,5815,4365,,,,,,,,
PMID:39196113,Cardiovascular Medicine,"Cardiology, Aging & Prevention",4.0,hard,6,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.5,177.15,14586,4680,,,,,,,,
PMID:22487688,Infectious Disease & Immunology,Autoimmunity & Immunopathology,4.33,hard,0,,opentargets;pubmed;uniprot,0.0,42.26,608,2792,,,,,,,,
2410.05552v3,Public Health & Epidemiology,Adaptive Trial Design and Sequential Analysis,4.0,hard,5,pubmed,pubmed,1.0,172.53,15491,4989,,,,,,,,
1412.0897v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,4,pubmed,chembl;kegg;pubchem;pubmed,0.25,203.31,28410,4101,,,,,,,,
PMID:36090489,Pharmacology & Drug Discovery,Oncology Pharmacokinetics,3.67,hard,10,pubmed,chembl;clinicaltrialsgov;openfda;pubmed,0.25,272.38,70726,1356,,,,,,,,
PMID:32735848,Infectious Disease & Immunology,Bacterial Pathogenesis,3.67,hard,8,pubmed,chembl;kegg;pubmed;uniprot,0.25,202.8,33378,5028,,,,,,,,
PMID:38622584,Public Health & Epidemiology,Occupational health and environmental toxicology,4.67,hard,21,pubmed,ncbi_datasets;pubmed,0.5,361.38,91996,6065,,,,,,,,
NCT04569188,Infectious Disease & Immunology,"COVID-19 Therapeutics, Geriatric Medicine",2.67,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,143.47,27851,5590,,,,,,,,
PMID:32692051,Genomics & Precision Medicine,Cancer Predisposition/Growth Disorders,4.67,hard,8,pubmed,chembl;ncbi_datasets;opentargets;pubmed;uniprot,0.2,143.47,28055,5223,,,,,,,,
PMID:35371880,Infectious Disease & Immunology,Post-Infectious Pulmonary Complications,4.0,hard,3,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,0.4,76.33,6781,4466,,,,,,,,
PMID:37854319,Clinical Medicine,Osteoarthritis and Joint Degeneration,3.67,hard,0,,chembl;kegg;opentargets;pubmed;uniprot,0.0,33.51,867,3045,,,,,,,,
NCT00837486,Neuroscience & Psychiatry,"Treatment-Resistant Depression, Neuromodulation",4.0,hard,5,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,0.5,187.84,31391,4197,,,,,,,,
PMID:15051286,Oncology,Cancer Biology & Pancreatic Cancer,3.67,hard,0,,opentargets;pubmed;uniprot,0.0,29.25,608,2390,,,,,,,,
PMID:25929235,Clinical Medicine,Reproductive medicine,2.67,medium,0,,clinicaltrialsgov;pubmed,0.0,29.25,488,2555,,,,,,,,
PMID:38004652,Infectious Disease & Immunology,Tuberculosis & Immune Suppression,3.67,hard,6,pubmed,kegg;opentargets;pubmed,0.333,106.61,16056,4116,,,,,,,,
PMID:35731672,Rare & Orphan Diseases,Cystic Fibrosis,2.67,medium,5,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,121.33,13295,6219,,,,,,,,
PMID:11060768,Clinical Medicine,Critical Care & Immunopharmacology,4.0,hard,9,pubmed,kegg;opentargets;pubmed;uniprot,0.25,177.17,33398,3364,,,,,,,,
PMID:39283851,Neuroscience & Psychiatry,Neurodegeneration & Cognitive Disorders,4.67,hard,0,,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.0,37.87,860,3091,,,,,,,,
PMID:33583005,Oncology,Cancer Immunotherapy & Precision Pharmacology,3.33,medium,0,,chembl;clinicaltrialsgov;opentargets;pubmed,0.0,37.87,763,2508,,,,,,,,
PMID:34973131,Pharmacology & Drug Discovery,Nanomedicine and targeted drug delivery,4.33,hard,4,pubmed,chembl;opentargets;pubchem;pubmed,0.25,114.56,11153,3484,,,,,,,,
PMID:36949522,Clinical Medicine,Pediatric Endocrinology,4.0,hard,2,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,77.35,11272,3585,,,,,,,,
PMID:38797149,Other,Cell Biology & Signaling,3.67,hard,9,kegg;pubmed,biomcp;kegg;pubmed;uniprot,0.5,208.07,35579,3779,,,,,,,,
PMID:35761104,Neuroscience & Psychiatry,"Neurophysiology, Systems Neuroscience",3.33,medium,2,pubmed,ncbi_datasets;pubmed,0.5,71.94,4598,3165,,,,,,,,
PMID:39304375,Clinical Medicine,Radiology & Diagnostic Imaging,3.67,hard,4,pubmed,clinicaltrialsgov;pubmed,0.5,115.55,14011,4934,,,,,,,,
PMID:19520658,Pharmacology & Drug Discovery,Cardiovascular Pharmacology,3.67,hard,9,pubmed,chembl;pubchem;pubmed;uniprot,0.25,225.9,64010,5246,,,,,,,,
PMID:37253507,Oncology,Breast Cancer,4.0,hard,18,pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.2,296.77,100305,5606,,,,,,,,
PMID:26506367,Public Health & Epidemiology,Environmental Health and Mental Health,3.33,medium,3,pubmed,pubmed,1.0,76.07,5314,3622,,,,,,,,
PMID:32266483,Oncology,Melanoma & Immunotherapy,3.33,medium,9,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,107.81,15549,4927,,,,,,,,
PMID:36240281,Oncology,Cancer Immunotherapy,4.0,hard,3,pubmed,opentargets;pubmed,0.5,75.36,6334,4145,,,,,,,,
PMID:26166239,Neuroscience & Psychiatry,Movement Disorders,4.0,hard,6,pubmed,chembl;opentargets;pubmed;uniprot,0.25,149.19,23746,4514,,,,,,,,
PMID:38648090,Medical AI & Informatics,Remote Patient Monitoring Implementation Science,2.67,medium,4,biomcp;pubmed,biomcp;pubmed,1.0,118.67,13374,5927,,,,,,,,
PMID:28282721,Genomics & Precision Medicine,Ethics and Governance,3.67,hard,0,,opentargets;pubmed,0.0,31.75,537,2683,,,,,,,,
PMID:42034005,Cardiovascular Medicine,Inflammasome and Cardiometabolic Disease,4.0,hard,0,,chembl;opentargets;pubmed;uniprot,0.0,31.76,749,3088,,,,,,,,
PMID:25892859,Oncology,Hepatocellular Carcinoma & Metabolic Disease,4.33,hard,7,kegg;pubmed,chembl;kegg;opentargets;pubmed,0.5,105.2,17479,5292,,,,,,,,
PMID:19553813,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.67,hard,0,,ncbi_datasets;pubmed,0.0,26.59,492,4096,,,,,,,,
PMID:33347838,Medical AI & Informatics,Computational Drug Discovery,3.33,medium,3,pubmed,chembl;ncbi_datasets;opentargets;pubmed,0.25,118.74,8644,3416,,,,,,,,
PMID:25993103,Public Health & Epidemiology,"Environmental epidemiology, public health surveillance",3.0,medium,2,pubmed,pubmed,1.0,78.58,4157,3423,,,,,,,,
2506.08258v1,Surgical Sciences,Surgical AI adoption and implementation,3.33,medium,2,pubmed,pubmed,1.0,78.57,4429,3434,,,,,,,,
PMID:34629058,Cardiovascular Medicine,Interventional Cardiology,3.0,medium,6,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,188.93,20618,5577,,,,,,,,
PMID:38185705,Cardiovascular Medicine,Cardiac Regeneration & Tissue Repair,4.67,hard,18,kegg;pubmed,chembl;kegg;opentargets;pubmed;uniprot,0.4,267.23,77862,6052,,,,,,,,
hsa05034,Neuroscience & Psychiatry,Addiction Neurobiology,3.33,medium,0,,kegg;pubmed;uniprot,0.0,48.04,647,2721,,,,,,,,
PMID:26439354,Genomics & Precision Medicine,Evolutionary Cell Biology / Endosymbiosis,2.67,medium,0,,ncbi_datasets;pubmed,0.0,48.04,483,2866,,,,,,,,
PMID:28176333,Clinical Medicine,Obstetrics & Gynecology,3.0,medium,2,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,63.84,3903,3536,,,,,,,,
PMID:41000472,Surgical Sciences,Osteoarthritis and Joint Biomechanics,4.0,hard,3,kegg;pubmed,kegg;opentargets;pubmed;uniprot,0.5,63.84,5792,4707,,,,,,,,
PMID:27814965,Public Health & Epidemiology,Cancer Prevention & Implementation Science,3.67,hard,3,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,63.83,5422,3894,,,,,,,,
PMID:36536241,Neuroscience & Psychiatry,Neurodegeneration,3.67,hard,14,pubmed,opentargets;pubmed;uniprot,0.333,343.67,104128,8995,,,,,,,,
2511.21075v3,Medical AI & Informatics,Large language models for biology,4.67,hard,3,pubmed,biomcp;kegg;pubmed;uniprot,0.25,110.34,6768,4346,,,,,,,,
PMID:38932991,Rare & Orphan Diseases,Lysosomal Storage Disorders,4.0,hard,8,pubmed,biomcp;ncbi_datasets;opentargets;pubmed,0.25,256.5,41233,5391,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,3.33,medium,8,pubmed,clinicaltrialsgov;pubmed,0.5,201.52,30897,4037,,,,,,,,
1908.07048v1,Oncology,Cancer Biology,4.67,hard,0,,chembl;kegg;opentargets;pubmed,0.0,40.13,753,4096,,,,,,,,
PMID:33385325,Neuroscience & Psychiatry,Cellular Neuroscience & Glia Biology,4.33,hard,6,pubmed;uniprot,kegg;ncbi_datasets;pubmed;uniprot,0.5,142.02,14031,4445,,,,,,,,
PMID:6987108,Clinical Medicine,Dermatology and autoimmune bullous diseases,2.67,medium,30,pubmed,pubmed,1.0,490.09,98073,5901,,,,,,,,
2508.13217v1,Medical AI & Informatics,AI governance and clinical deployment,3.67,hard,2,pubmed,pubmed,1.0,106.77,3888,3646,,,,,,,,
PMID:28752910,Clinical Medicine,Reproductive Medicine,3.0,medium,0,,clinicaltrialsgov;pubmed,0.0,70.2,480,2298,,,,,,,,
PMID:38934628,Oncology,Multimodal Cancer Treatment,4.0,hard,4,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,106.75,6682,3561,,,,,,,,
PMID:33458578,Neuroscience & Psychiatry,Neuromuscular Disorders & Neurodegeneration,4.0,hard,10,chembl;ncbi_datasets;opentargets;pubmed;uniprot,chembl;ncbi_datasets;opentargets;pubmed;uniprot,1.0,210.51,23949,4983,,,,,,,,
PMID:37582363,Genomics & Precision Medicine,RNA Splicing & Hematopoiesis,4.0,hard,10,pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.25,326.82,129290,2790,,,,,,,,
2410.06585v1,Pharmacology & Drug Discovery,Clinical Pharmacology & Rare Disease Drug Development,4.0,hard,0,,clinicaltrialsgov;openfda;pubmed,0.0,36.56,608,2626,,,,,,,,
1709.03828v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,0,,chembl;kegg;pubchem;pubmed;uniprot,0.0,36.56,846,2808,,,,,,,,
PMID:28024135,Oncology,Pharmacology and drug resistance mechanisms,4.0,hard,13,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.5,233.29,44770,4371,,,,,,,,
NCT05143320,Neuroscience & Psychiatry,Post-Viral Neurological Complications,4.0,hard,0,,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.0,41.74,731,2627,,,,,,,,
PMID:40418526,Clinical Medicine,"Endocrinology, obesity medicine",4.0,hard,5,clinicaltrialsgov;pubmed,clinicaltrialsgov;openfda;pubmed,0.667,157.54,14132,5158,,,,,,,,
PMID:17367420,Clinical Medicine,Medical Education & Sexual Medicine,3.0,medium,12,pubmed,pubmed,1.0,243.25,37115,3557,,,,,,,,
NCT05801913,Oncology,Hematologic Malignancies,4.0,hard,6,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,196.75,17125,5855,,,,,,,,
PMID:26092033,Public Health & Epidemiology,Preventive dentistry,1.67,easy,0,,clinicaltrialsgov;pubmed,0.0,77.76,483,2670,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,4.0,hard,8,pubmed,clinicaltrialsgov;pubmed,0.5,201.52,30897,4037,,,,,,,,
PMID:33871295,Public Health & Epidemiology,Sexual and reproductive health,3.0,medium,0,,pubmed,0.0,71.25,392,2819,,,,,,,,
PMID:38913933,Oncology,Breast Cancer Immunotherapy,4.0,hard,25,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,398.85,124043,6591,,,,,,,,
PMID:33745636,Clinical Medicine,Genetic Dermatology & Rare Skin Diseases,3.33,medium,6,clinicaltrialsgov;pubmed;uniprot,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,0.6,83.74,8567,5401,,,,,,,,
PMID:39115047,Clinical Medicine,Dermatology & Pharmacology,4.0,hard,3,pubmed,chembl;pubmed,0.5,73.08,6575,5571,,,,,,,,
PMID:37202496,Neuroscience & Psychiatry,Genetic Variation and Neurodegeneration,3.67,hard,9,pubmed,kegg;ncbi_datasets;opentargets;pubmed;uniprot,0.2,240.94,66086,4501,,,,,,,,
PMID:34488219,Infectious Disease & Immunology,Infection Control & Nosocomial Infection Prevention,3.0,medium,4,openfda;pubmed,openfda;pubmed,1.0,79.36,11035,3816,,,,,,,,
PMID:27493633,Cardiovascular Medicine,Cardiology / Myocarditis & Arrhythmias,4.33,hard,3,pubmed,pubmed,1.0,93.51,5224,4202,,,,,,,,
P49815,Genomics & Precision Medicine,Genetic Heterogeneity and Pleiotropy,4.0,hard,6,pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.5,159.42,12975,3236,,,,,,,,
2012.00683v2,Oncology,Cancer Pharmacotherapy,4.0,hard,6,pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.2,159.42,20141,3330,,,,,,,,
NCT07490990,Oncology,Gastrointestinal Malignancy,4.67,hard,4,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.4,93.5,5348,2707,,,,,,,,
PMID:38797149,Other,Cell Signaling & Lipid Biology,4.0,hard,9,kegg;pubmed,biomcp;chembl;kegg;ncbi_datasets;pubmed,0.4,208.07,35579,3779,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Intestinal Immunology,4.33,hard,5,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,161.57,14488,4245,,,,,,,,
PMID:38530545,Oncology,Neuro-oncology & Cancer Immunology,4.67,hard,0,,clinicaltrialsgov;opentargets;pubmed,0.0,47.0,634,3314,,,,,,,,
PMID:34088660,Neuroscience & Psychiatry,Neurodevelopmental Disorders,4.0,hard,0,,opentargets;pubmed;uniprot,0.0,46.99,618,2888,,,,,,,,
PMID:40205044,Genomics & Precision Medicine,Genotype-Phenotype Correlation & Allelic Heterogeneity,4.67,hard,4,opentargets;pubmed;uniprot,kegg;ncbi_datasets;opentargets;pubmed;uniprot,0.6,114.57,6174,4122,,,,,,,,
NCT00978367,Surgical Sciences,Wound healing and tissue repair,3.67,hard,10,pubmed,chembl;opentargets;pubmed;uniprot,0.25,220.6,67811,1185,,,,,,,,
NCT07271381,Infectious Disease & Immunology,Environmental Immunotoxicology,3.67,hard,6,pubmed,chembl;openfda;pubchem;pubmed,0.25,137.18,14366,4241,,,,,,,,
P50749,Oncology,Tumor Suppressor Biology,3.0,medium,7,pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.5,218.18,46301,4832,,,,,,,,
PMID:33077422,Clinical Medicine,"Clinical trial methodology, pediatric research ethics",4.33,hard,4,pubmed,clinicaltrialsgov;pubmed,0.5,114.55,6591,4461,,,,,,,,
PMID:38242126,Oncology,Brain Metastasis,3.67,hard,3,pubmed,ncbi_datasets;opentargets;pubmed,0.333,71.28,6571,4253,,,,,,,,
PMID:37172874,Infectious Disease & Immunology,,4.0,hard,0,,,,48.65,73,2937,,,,,,,,
PMID:29794677,Clinical Medicine,,5.0,hard,0,,,,50.95,62,2528,,,,,,,,
PMID:38391684,Surgical Sciences,Tissue Engineering & Regenerative Medicine,4.0,hard,2,pubmed,chembl;kegg;pubchem;pubmed,0.25,68.03,5576,5049,,,,,,,,
PMID:31080045,Clinical Medicine,Gerontology and aging biology,3.67,hard,4,pubmed,ncbi_datasets;pubmed;uniprot,0.333,66.55,6609,3650,,,,,,,,
NCT01449240,Rare & Orphan Diseases,Neurodevelopmental Disorders; Lysosomal Storage Diseases,5.0,hard,12,pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.333,198.34,83663,6876,,,,,,,,
NCT01182883,Oncology,Pediatric Oncology,4.0,hard,10,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,0.4,186.13,97283,2353,,,,,,,,
2108.06684v1,Genomics & Precision Medicine,Complex Trait Genetics and GWAS,4.67,hard,5,pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.25,66.54,8007,3886,,,,,,,,
PMID:33142986,Pharmacology & Drug Discovery,Radiation protection drug development,3.67,hard,0,,chembl;clinicaltrialsgov;openfda;pubmed,0.0,37.32,750,2922,,,,,,,,
PMID:28980761,Clinical Medicine,Nephrology & Mineral Metabolism,4.0,hard,6,pubmed,chembl;clinicaltrialsgov;pubmed,0.333,102.9,17721,3052,,,,,,,,
PMID:38280375,Clinical Medicine,Gastroenterology,3.67,hard,0,,opentargets;pubmed,0.0,30.7,503,4096,,,,,,,,
PMID:30218025,Infectious Disease & Immunology,Autoinflammatory Diseases,4.0,hard,0,,pubmed;uniprot,0.0,30.69,477,2766,,,,,,,,
PMID:32330676,Surgical Sciences,Pediatric Neurosurgery,4.0,hard,16,pubmed,clinicaltrialsgov;pubmed,0.5,155.12,105053,3467,,,,,,,,
2507.18602v1,Genomics & Precision Medicine,Biomarker Discovery and Gerontology,4.33,hard,0,,ncbi_datasets;opentargets;pubmed;uniprot,0.0,37.05,706,3006,,,,,,,,
PMID:36271779,Surgical Sciences,Lymphatic Surgery & Regenerative Medicine,3.67,hard,5,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,56.2,5733,3247,,,,,,,,
PMID:34532856,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.33,medium,3,pubmed,ncbi_datasets;opentargets;pubmed,0.333,81.85,11272,3994,,,,,,,,
PMID:35802350,Clinical Medicine,Palliative Medicine,3.33,medium,12,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,109.19,33253,4499,,,,,,,,
PMID:33330129,Clinical Medicine,Lactation physiology and immunology,3.67,hard,3,pubmed,biomcp;ncbi_datasets;pubmed,0.333,54.73,6164,3977,,,,,,,,
PMID:1626073,Infectious Disease & Immunology,Autoimmunity,4.0,hard,10,pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.5,87.2,66701,2282,,,,,,,,
hsa05410,Cardiovascular Medicine,Cardiomyopathy & Sudden Cardiac Death Risk,3.67,hard,0,,biomcp;pubmed;uniprot,0.0,19.14,563,2789,,,,,,,,
