task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:37382948,Oncology,Breast Cancer,3.33,medium,16,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,331.15,108428,1653,,,,,,,,
PMID:24607040,Infectious Disease & Immunology,Allergen Immunotherapy,3.67,hard,17,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,331.06,123198,1714,,,,,,,,
PMID:37592831,Clinical Medicine,Periodontology & Oral Regenerative Medicine,3.67,hard,20,pubmed,chembl;kegg;pubchem;pubmed,0.25,291.37,131930,3607,,,,,,,,
PMID:37885505,Clinical Medicine,Hepatology; Diagnostic Pathology,3.0,medium,14,pubmed,clinicaltrialsgov;pubmed,0.5,292.08,140625,4117,,,,,,,,
PMID:37031496,Oncology,Cancer Biology & Drug Resistance,4.0,hard,12,pubmed,chembl;opentargets;pubmed;uniprot,0.25,255.83,47209,2933,,,,,,,,
PMID:35883776,Clinical Medicine,Hypertensive disorders of pregnancy,3.67,hard,6,pubmed,clinicaltrialsgov;pubmed,0.5,134.83,21107,3440,,,,,,,,
PMID:38593118,Neuroscience & Psychiatry,Neurological Disorders - Epilepsy,3.67,hard,14,pubmed,clinicaltrialsgov;pubmed,0.5,309.37,73077,3826,,,,,,,,
NCT02837588,Surgical Sciences,Gynecology & Pelvic Medicine,2.33,easy,24,pubmed,clinicaltrialsgov;openfda;pubmed,0.333,354.3,120965,1971,,,,,,,,
PMID:20091619,Public Health & Epidemiology,Palliative and End-of-Life Care,2.33,easy,20,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,353.51,146888,3361,,,,,,,,
PMID:40630651,Neuroscience & Psychiatry,"Neurotrauma, spinal cord injury mechanisms",4.67,hard,9,pubmed,pubmed,1.0,216.42,41341,3933,,,,,,,,
PMID:38233851,Public Health & Epidemiology,Health Systems & Pharmaceutical Interventions,3.67,hard,25,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,434.56,150618,2387,,,,,,,,
PMID:40425830,Public Health & Epidemiology,"Zoonotic spillover surveillance, Ecological disease prevention",4.0,hard,9,pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.333,171.3,40568,3001,,,,,,,,
PMID:27750340,Clinical Medicine,Laboratory Medicine & Clinical Chemistry,2.67,medium,15,pubmed,opentargets;pubmed,0.5,316.34,94454,1304,,,,,,,,
PMID:35477331,Oncology,Cancer Screening & Early Detection,3.33,medium,8,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,179.84,25670,2724,,,,,,,,
PMID:38886139,Neuroscience & Psychiatry,Systems Neuroscience & Learning,4.33,hard,11,pubmed,ncbi_datasets;pubmed,0.5,220.67,42584,2517,,,,,,,,
2207.06096v2,Cardiovascular Medicine,Cardiac Signal Analysis and Medical AI,2.67,medium,11,pubmed,pubmed,1.0,179.84,38347,2544,,,,,,,,
PMID:39546829,Neuroscience & Psychiatry,Prion Disease & Neurodegeneration,4.33,hard,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,220.58,42488,2119,,,,,,,,
hsa05340,Infectious Disease & Immunology,Primary Immunodeficiencies & Immune Dysregulation,3.0,medium,11,biomcp;pubmed;uniprot,biomcp;pubmed;uniprot,1.0,294.28,58489,4876,,,,,,,,
PMID:38996387,Neuroscience & Psychiatry,Neurodegenerative diseases,4.33,hard,21,opentargets;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.75,403.01,142923,4589,,,,,,,,
PMID:39653824,Cardiovascular Medicine,"Atherosclerosis, Clonal Hematopoiesis",4.0,hard,15,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,0.4,231.52,65030,1275,,,,,,,,
PMID:41779722,Oncology,Hematologic Malignancies & Plasma Cell Disorders,4.0,hard,16,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.5,281.96,84516,1300,,,,,,,,
PMID:35505248,Infectious Disease & Immunology,"Urinary tract infections, Host-microbiota interactions",3.67,hard,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,308.91,88338,4835,,,,,,,,
PMID:26175143,Clinical Medicine,Nephrology,3.67,hard,20,pubmed,pubmed,1.0,362.73,129034,1892,,,,,,,,
P19532,Oncology,Renal Cell Carcinoma,4.0,hard,11,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.75,233.4,44671,2833,,,,,,,,
PMID:36168375,Neuroscience & Psychiatry,Neuroimmunology & Gut-Brain Axis,3.67,hard,14,kegg;pubmed,kegg;opentargets;pubmed,0.667,233.57,61397,1120,,,,,,,,
PMID:36819340,Neuroscience & Psychiatry,Neurodevelopmental Disorders & Epilepsy,4.33,hard,13,kegg;pubmed,kegg;opentargets;pubmed,0.667,265.45,85698,3707,,,,,,,,
PMID:34973469,Clinical Medicine,Metabolic Medicine & Endocrinology,4.0,hard,12,pubmed,clinicaltrialsgov;kegg;opentargets;pubmed,0.25,265.44,87467,3323,,,,,,,,
PMID:37488315,Public Health & Epidemiology,Health Disparities & Policy,3.67,hard,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,211.57,61739,3906,,,,,,,,
PMID:34023496,Infectious Disease & Immunology,Antiviral Drug Development,4.0,hard,17,chembl;clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,1.0,303.7,104125,4587,,,,,,,,
PMID:39232666,Genomics & Precision Medicine,Spatial Genomics,3.33,medium,11,pubmed,biomcp;ncbi_datasets;pubmed,0.333,210.73,53875,2909,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Translational Fibrosis Therapy,4.0,hard,16,pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.25,325.62,73759,4896,,,,,,,,
PMID:38722020,Public Health & Epidemiology,Health Literacy & Communication,2.67,medium,12,pubmed,pubmed,1.0,247.66,54878,3410,,,,,,,,
PMID:40404827,Oncology,"Viral oncology, KSHV-associated malignancies",4.33,hard,20,chembl;pubmed,chembl;opentargets;pubchem;pubmed,0.5,354.06,106521,2001,,,,,,,,
PMID:31450719,Clinical Medicine,Sleep Medicine & Otolaryngology,4.0,hard,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,207.65,79748,2389,,,,,,,,
PMID:38351187,Oncology,Immunotherapy Resistance & Precision Oncology,5.0,hard,20,pubmed,chembl;opentargets;pubmed;uniprot,0.25,300.31,101397,2064,,,,,,,,
PMID:26677426,Clinical Medicine,Nephrology & Transplantation,4.0,hard,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed;uniprot,0.5,213.59,57821,3827,,,,,,,,
PMID:36156126,Public Health & Epidemiology,Smoking Cessation/Metabolic Health,3.67,hard,14,biomcp;pubmed,biomcp;pubmed,1.0,297.98,95978,3373,,,,,,,,
PMID:31648041,Clinical Medicine,Hematology & Thrombosis,3.0,medium,19,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,341.91,108662,3445,,,,,,,,
2503.21992v1,Neuroscience & Psychiatry,Movement Disorders,3.67,hard,18,pubmed,ncbi_datasets;opentargets;pubmed,0.333,389.58,107688,4769,,,,,,,,
PMID:40307460,Genomics & Precision Medicine,Epigenetics and chromatin regulation,3.33,medium,11,pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.25,250.59,69538,4074,,,,,,,,
PMID:35723942,Oncology,Immunotherapy and Targeted Therapy,4.0,hard,12,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.5,236.99,56399,3433,,,,,,,,
PMID:37068095,Oncology,Neuroendocrine Tumors & Tumor Grading,3.67,hard,17,opentargets;pubmed,chembl;opentargets;pubmed;uniprot,0.5,336.44,123243,3997,,,,,,,,
PMID:24842458,Neuroscience & Psychiatry,Psychiatry,2.67,medium,17,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,295.73,73722,1293,,,,,,,,
PMID:27659301,Other,Aging Biology; Gerontology,3.67,hard,20,kegg;pubmed,kegg;opentargets;pubmed;uniprot,0.5,410.25,124693,5515,,,,,,,,
PMID:30931707,Clinical Medicine,Dental Materials & Toxicology,3.33,medium,16,openfda;pubmed,chembl;openfda;pubmed,0.667,326.18,94822,3209,,,,,,,,
PMID:28977451,Genomics & Precision Medicine,3D Genome Organization,3.67,hard,8,pubmed,ncbi_datasets;pubmed,0.5,211.28,46347,2299,,,,,,,,
PMID:36983246,Clinical Medicine,Pain Medicine & Neuroscience,4.33,hard,8,pubmed,opentargets;pubmed,0.5,236.36,39898,3014,,,,,,,,
PMID:39196113,Cardiovascular Medicine,"Cardiology, Aging & Prevention",4.0,hard,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.5,244.92,80458,3398,,,,,,,,
PMID:22487688,Infectious Disease & Immunology,Autoimmunity & Immunopathology,4.33,hard,10,pubmed;uniprot,opentargets;pubmed;uniprot,0.667,204.54,49482,3398,,,,,,,,
2410.05552v3,Public Health & Epidemiology,Adaptive Trial Design and Sequential Analysis,4.0,hard,15,pubmed,pubmed,1.0,301.66,90691,1364,,,,,,,,
1412.0897v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,10,pubmed,chembl;kegg;pubchem;pubmed,0.25,168.72,59426,2591,,,,,,,,
PMID:36090489,Pharmacology & Drug Discovery,Oncology Pharmacokinetics,3.67,hard,13,openfda;pubmed,chembl;clinicaltrialsgov;openfda;pubmed,0.5,257.62,84348,7149,,,,,,,,
PMID:32735848,Infectious Disease & Immunology,Bacterial Pathogenesis,3.67,hard,13,pubmed,chembl;kegg;pubmed;uniprot,0.25,207.95,58369,1082,,,,,,,,
PMID:38622584,Public Health & Epidemiology,Occupational health and environmental toxicology,4.67,hard,15,pubmed,ncbi_datasets;pubmed,0.5,272.53,78455,1167,,,,,,,,
NCT04569188,Infectious Disease & Immunology,"COVID-19 Therapeutics, Geriatric Medicine",2.67,medium,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,272.37,85558,2390,,,,,,,,
PMID:32692051,Genomics & Precision Medicine,Cancer Predisposition/Growth Disorders,4.67,hard,20,chembl;ncbi_datasets;opentargets;pubmed;uniprot,chembl;ncbi_datasets;opentargets;pubmed;uniprot,1.0,365.37,127537,1613,,,,,,,,
PMID:35371880,Infectious Disease & Immunology,Post-Infectious Pulmonary Complications,4.0,hard,17,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,0.4,369.5,186345,1583,,,,,,,,
PMID:37854319,Clinical Medicine,Osteoarthritis and Joint Degeneration,3.67,hard,18,kegg;pubmed;uniprot,chembl;kegg;opentargets;pubmed;uniprot,0.6,364.96,118927,4922,,,,,,,,
NCT00837486,Neuroscience & Psychiatry,"Treatment-Resistant Depression, Neuromodulation",4.0,hard,20,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,0.5,336.59,118242,1862,,,,,,,,
PMID:15051286,Oncology,Cancer Biology & Pancreatic Cancer,3.67,hard,14,opentargets;pubmed,opentargets;pubmed;uniprot,0.667,329.45,60975,3540,,,,,,,,
PMID:25929235,Clinical Medicine,Reproductive medicine,2.67,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,286.77,54467,1858,,,,,,,,
PMID:38004652,Infectious Disease & Immunology,Tuberculosis & Immune Suppression,3.67,hard,16,kegg;opentargets;pubmed,kegg;opentargets;pubmed,1.0,286.87,80304,1191,,,,,,,,
PMID:35731672,Rare & Orphan Diseases,Cystic Fibrosis,2.67,medium,22,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,374.94,158130,2228,,,,,,,,
PMID:11060768,Clinical Medicine,Critical Care & Immunopharmacology,4.0,hard,15,pubmed,kegg;opentargets;pubmed;uniprot,0.25,374.84,157263,3176,,,,,,,,
PMID:39283851,Neuroscience & Psychiatry,Neurodegeneration & Cognitive Disorders,4.67,hard,14,pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.2,267.82,73898,3206,,,,,,,,
PMID:33583005,Oncology,Cancer Immunotherapy & Precision Pharmacology,3.33,medium,18,pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.25,409.26,150954,1847,,,,,,,,
PMID:34973131,Pharmacology & Drug Discovery,Nanomedicine and targeted drug delivery,4.33,hard,12,chembl;opentargets;pubchem;pubmed,chembl;opentargets;pubchem;pubmed,1.0,271.27,92572,3110,,,,,,,,
PMID:36949522,Clinical Medicine,Pediatric Endocrinology,4.0,hard,23,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,326.6,89326,4916,,,,,,,,
PMID:38797149,Other,Cell Biology & Signaling,3.67,hard,12,chembl;kegg;pubmed,biomcp;kegg;pubmed;uniprot,0.5,192.07,47689,854,,,,,,,,
PMID:35761104,Neuroscience & Psychiatry,"Neurophysiology, Systems Neuroscience",3.33,medium,13,pubmed,ncbi_datasets;pubmed,0.5,326.49,97991,2459,,,,,,,,
PMID:39304375,Clinical Medicine,Radiology & Diagnostic Imaging,3.67,hard,12,pubmed,clinicaltrialsgov;pubmed,0.5,237.47,63779,3525,,,,,,,,
PMID:19520658,Pharmacology & Drug Discovery,Cardiovascular Pharmacology,3.67,hard,12,pubchem;pubmed;uniprot,chembl;pubchem;pubmed;uniprot,0.75,275.63,50141,3451,,,,,,,,
PMID:37253507,Oncology,Breast Cancer,4.0,hard,21,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.4,451.65,142544,4082,,,,,,,,
PMID:26506367,Public Health & Epidemiology,Environmental Health and Mental Health,3.33,medium,9,pubmed,pubmed,1.0,202.09,52595,3601,,,,,,,,
PMID:32266483,Oncology,Melanoma & Immunotherapy,3.33,medium,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,291.09,69063,3776,,,,,,,,
PMID:36240281,Oncology,Cancer Immunotherapy,4.0,hard,19,pubmed,opentargets;pubmed,0.5,463.0,132382,4091,,,,,,,,
PMID:26166239,Neuroscience & Psychiatry,Movement Disorders,4.0,hard,12,pubmed,chembl;opentargets;pubmed;uniprot,0.25,285.32,85847,3638,,,,,,,,
PMID:38648090,Medical AI & Informatics,Remote Patient Monitoring Implementation Science,2.67,medium,18,biomcp;pubmed,biomcp;pubmed,1.0,416.12,90025,4161,,,,,,,,
PMID:28282721,Genomics & Precision Medicine,Ethics and Governance,3.67,hard,10,pubmed,opentargets;pubmed,0.5,227.2,51779,3704,,,,,,,,
PMID:42034005,Cardiovascular Medicine,Inflammasome and Cardiometabolic Disease,4.0,hard,14,pubmed,chembl;opentargets;pubmed;uniprot,0.25,321.06,113738,4651,,,,,,,,
PMID:25892859,Oncology,Hepatocellular Carcinoma & Metabolic Disease,4.33,hard,14,kegg;pubmed,chembl;kegg;opentargets;pubmed,0.5,267.32,83457,1110,,,,,,,,
PMID:19553813,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.67,hard,8,pubmed,ncbi_datasets;pubmed,0.5,222.15,42927,2737,,,,,,,,
PMID:33347838,Medical AI & Informatics,Computational Drug Discovery,3.33,medium,14,pubmed,chembl;ncbi_datasets;opentargets;pubmed,0.25,374.59,70537,3153,,,,,,,,
PMID:25993103,Public Health & Epidemiology,"Environmental epidemiology, public health surveillance",3.0,medium,10,pubmed,pubmed,1.0,232.05,52701,3940,,,,,,,,
2506.08258v1,Surgical Sciences,Surgical AI adoption and implementation,3.33,medium,6,pubmed,pubmed,1.0,135.79,26005,2764,,,,,,,,
PMID:34629058,Cardiovascular Medicine,Interventional Cardiology,3.0,medium,20,pubmed,clinicaltrialsgov;pubmed,0.5,417.93,176376,1870,,,,,,,,
PMID:38185705,Cardiovascular Medicine,Cardiac Regeneration & Tissue Repair,4.67,hard,19,kegg;pubmed,chembl;kegg;opentargets;pubmed;uniprot,0.4,307.42,90622,1851,,,,,,,,
hsa05034,Neuroscience & Psychiatry,Addiction Neurobiology,3.33,medium,20,pubmed,kegg;pubmed;uniprot,0.333,379.93,110608,1965,,,,,,,,
PMID:26439354,Genomics & Precision Medicine,Evolutionary Cell Biology / Endosymbiosis,2.67,medium,10,pubmed,ncbi_datasets;pubmed,0.5,237.32,36619,2399,,,,,,,,
PMID:28176333,Clinical Medicine,Obstetrics & Gynecology,3.0,medium,20,pubmed,clinicaltrialsgov;pubmed,0.5,348.93,154832,1607,,,,,,,,
PMID:41000472,Surgical Sciences,Osteoarthritis and Joint Biomechanics,4.0,hard,17,pubmed,kegg;opentargets;pubmed;uniprot,0.25,363.81,135899,4896,,,,,,,,
PMID:27814965,Public Health & Epidemiology,Cancer Prevention & Implementation Science,3.67,hard,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,234.16,57171,3387,,,,,,,,
PMID:36536241,Neuroscience & Psychiatry,Neurodegeneration,3.67,hard,24,opentargets;pubmed;uniprot,opentargets;pubmed;uniprot,1.0,406.3,174166,1747,,,,,,,,
2511.21075v3,Medical AI & Informatics,Large language models for biology,4.67,hard,13,biomcp;kegg;pubmed,biomcp;kegg;pubmed;uniprot,0.75,258.61,61171,3130,,,,,,,,
PMID:38932991,Rare & Orphan Diseases,Lysosomal Storage Disorders,4.0,hard,11,pubmed,biomcp;ncbi_datasets;opentargets;pubmed,0.25,217.69,64205,3497,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,3.33,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,289.07,45703,3431,,,,,,,,
1908.07048v1,Oncology,Cancer Biology,4.67,hard,14,kegg;pubmed,chembl;kegg;opentargets;pubmed,0.5,254.89,69951,1115,,,,,,,,
PMID:33385325,Neuroscience & Psychiatry,Cellular Neuroscience & Glia Biology,4.33,hard,14,kegg;pubmed;uniprot,kegg;ncbi_datasets;pubmed;uniprot,0.75,261.43,65316,4099,,,,,,,,
PMID:6987108,Clinical Medicine,Dermatology and autoimmune bullous diseases,2.67,medium,10,pubmed,pubmed,1.0,222.06,54925,3139,,,,,,,,
2508.13217v1,Medical AI & Informatics,AI governance and clinical deployment,3.67,hard,10,pubmed,pubmed,1.0,170.17,48748,3624,,,,,,,,
PMID:28752910,Clinical Medicine,Reproductive Medicine,3.0,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,265.45,47330,1684,,,,,,,,
PMID:38934628,Oncology,Multimodal Cancer Treatment,4.0,hard,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,237.04,28201,3321,,,,,,,,
PMID:33458578,Neuroscience & Psychiatry,Neuromuscular Disorders & Neurodegeneration,4.0,hard,16,pubmed;uniprot,chembl;ncbi_datasets;opentargets;pubmed;uniprot,0.4,237.12,106663,1147,,,,,,,,
PMID:37582363,Genomics & Precision Medicine,RNA Splicing & Hematopoiesis,4.0,hard,27,pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.25,440.81,109145,2275,,,,,,,,
2410.06585v1,Pharmacology & Drug Discovery,Clinical Pharmacology & Rare Disease Drug Development,4.0,hard,13,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,249.38,80183,3714,,,,,,,,
1709.03828v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,14,kegg;pubchem;pubmed;uniprot,chembl;kegg;pubchem;pubmed;uniprot,0.8,245.68,82079,3250,,,,,,,,
PMID:28024135,Oncology,Pharmacology and drug resistance mechanisms,4.0,hard,14,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.5,327.71,71747,3335,,,,,,,,
NCT05143320,Neuroscience & Psychiatry,Post-Viral Neurological Complications,4.0,hard,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.5,344.54,84822,4793,,,,,,,,
PMID:40418526,Clinical Medicine,"Endocrinology, obesity medicine",4.0,hard,31,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,489.28,152492,2215,,,,,,,,
PMID:17367420,Clinical Medicine,Medical Education & Sexual Medicine,3.0,medium,9,pubmed,pubmed,1.0,232.41,44606,2735,,,,,,,,
NCT05801913,Oncology,Hematologic Malignancies,4.0,hard,16,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,387.24,86355,3210,,,,,,,,
PMID:26092033,Public Health & Epidemiology,Preventive dentistry,1.67,easy,8,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,228.6,26015,2164,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,4.0,hard,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,289.07,45703,3431,,,,,,,,
PMID:33871295,Public Health & Epidemiology,Sexual and reproductive health,3.0,medium,14,pubmed,pubmed,1.0,331.42,47197,4673,,,,,,,,
PMID:38913933,Oncology,Breast Cancer Immunotherapy,4.0,hard,18,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,335.04,78436,1596,,,,,,,,
PMID:33745636,Clinical Medicine,Genetic Dermatology & Rare Skin Diseases,3.33,medium,18,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,0.4,336.24,88981,1261,,,,,,,,
PMID:39115047,Clinical Medicine,Dermatology & Pharmacology,4.0,hard,30,pubmed,chembl;pubmed,0.5,505.96,133691,2778,,,,,,,,
PMID:37202496,Neuroscience & Psychiatry,Genetic Variation and Neurodegeneration,3.67,hard,21,kegg;pubmed;uniprot,kegg;ncbi_datasets;opentargets;pubmed;uniprot,0.6,346.96,103658,1498,,,,,,,,
PMID:34488219,Infectious Disease & Immunology,Infection Control & Nosocomial Infection Prevention,3.0,medium,14,openfda;pubmed,openfda;pubmed,1.0,346.8,85583,3328,,,,,,,,
PMID:27493633,Cardiovascular Medicine,Cardiology / Myocarditis & Arrhythmias,4.33,hard,13,pubmed,pubmed,1.0,254.0,65778,3460,,,,,,,,
P49815,Genomics & Precision Medicine,Genetic Heterogeneity and Pleiotropy,4.0,hard,12,opentargets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,241.91,107409,2854,,,,,,,,
2012.00683v2,Oncology,Cancer Pharmacotherapy,4.0,hard,14,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.6,241.47,89441,1131,,,,,,,,
NCT07490990,Oncology,Gastrointestinal Malignancy,4.67,hard,16,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.4,279.44,77728,3359,,,,,,,,
PMID:38797149,Other,Cell Signaling & Lipid Biology,4.0,hard,12,chembl;kegg;pubmed,biomcp;chembl;kegg;ncbi_datasets;pubmed,0.6,192.07,47689,854,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Intestinal Immunology,4.33,hard,16,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,325.62,73759,4896,,,,,,,,
PMID:38530545,Oncology,Neuro-oncology & Cancer Immunology,4.67,hard,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,233.39,50477,4297,,,,,,,,
PMID:34088660,Neuroscience & Psychiatry,Neurodevelopmental Disorders,4.0,hard,23,pubmed;uniprot,opentargets;pubmed;uniprot,0.667,395.01,156002,4098,,,,,,,,
PMID:40205044,Genomics & Precision Medicine,Genotype-Phenotype Correlation & Allelic Heterogeneity,4.67,hard,18,kegg;pubmed,kegg;ncbi_datasets;opentargets;pubmed;uniprot,0.4,394.93,92366,4118,,,,,,,,
NCT00978367,Surgical Sciences,Wound healing and tissue repair,3.67,hard,20,pubmed,chembl;opentargets;pubmed;uniprot,0.25,390.36,129507,1909,,,,,,,,
NCT07271381,Infectious Disease & Immunology,Environmental Immunotoxicology,3.67,hard,12,pubmed,chembl;openfda;pubchem;pubmed,0.25,217.56,68752,3576,,,,,,,,
P50749,Oncology,Tumor Suppressor Biology,3.0,medium,18,pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.5,334.6,133205,3476,,,,,,,,
PMID:33077422,Clinical Medicine,"Clinical trial methodology, pediatric research ethics",4.33,hard,15,pubmed,clinicaltrialsgov;pubmed,0.5,333.64,100839,4709,,,,,,,,
PMID:38242126,Oncology,Brain Metastasis,3.67,hard,7,pubmed,ncbi_datasets;opentargets;pubmed,0.333,172.88,32465,3175,,,,,,,,
PMID:37172874,Infectious Disease & Immunology,,4.0,hard,0,,,,41.39,55,2613,,,,,,,,
PMID:29794677,Clinical Medicine,,5.0,hard,0,,,,50.53,48,1646,,,,,,,,
PMID:38391684,Surgical Sciences,Tissue Engineering & Regenerative Medicine,4.0,hard,14,pubmed,chembl;kegg;pubchem;pubmed,0.25,292.09,96144,3335,,,,,,,,
PMID:31080045,Clinical Medicine,Gerontology and aging biology,3.67,hard,10,pubmed,ncbi_datasets;pubmed;uniprot,0.333,244.64,53849,3888,,,,,,,,
NCT01449240,Rare & Orphan Diseases,Neurodevelopmental Disorders; Lysosomal Storage Diseases,5.0,hard,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,212.19,59740,2447,,,,,,,,
NCT01182883,Oncology,Pediatric Oncology,4.0,hard,18,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,0.4,290.45,112072,1609,,,,,,,,
2108.06684v1,Genomics & Precision Medicine,Complex Trait Genetics and GWAS,4.67,hard,13,opentargets;pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.5,244.98,48268,4103,,,,,,,,
PMID:33142986,Pharmacology & Drug Discovery,Radiation protection drug development,3.67,hard,19,clinicaltrialsgov;openfda;pubmed,chembl;clinicaltrialsgov;openfda;pubmed,0.75,309.03,99679,3967,,,,,,,,
PMID:28980761,Clinical Medicine,Nephrology & Mineral Metabolism,4.0,hard,12,pubmed,chembl;clinicaltrialsgov;pubmed,0.333,258.94,95319,2832,,,,,,,,
PMID:38280375,Clinical Medicine,Gastroenterology,3.67,hard,17,pubmed,opentargets;pubmed,0.5,262.27,74343,1238,,,,,,,,
PMID:30218025,Infectious Disease & Immunology,Autoinflammatory Diseases,4.0,hard,12,pubmed,pubmed;uniprot,0.5,272.36,77867,3566,,,,,,,,
PMID:32330676,Surgical Sciences,Pediatric Neurosurgery,4.0,hard,19,pubmed,clinicaltrialsgov;pubmed,0.5,306.11,118597,3475,,,,,,,,
2507.18602v1,Genomics & Precision Medicine,Biomarker Discovery and Gerontology,4.33,hard,13,ncbi_datasets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,245.55,81718,3497,,,,,,,,
PMID:36271779,Surgical Sciences,Lymphatic Surgery & Regenerative Medicine,3.67,hard,12,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,241.69,53917,4195,,,,,,,,
PMID:34532856,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.33,medium,7,pubmed,ncbi_datasets;opentargets;pubmed,0.333,230.96,25980,3325,,,,,,,,
PMID:35802350,Clinical Medicine,Palliative Medicine,3.33,medium,10,pubmed,clinicaltrialsgov;pubmed,0.5,203.54,64079,2181,,,,,,,,
