task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:38272305,Neuroscience & Psychiatry,Neurotrauma and Neuroprotection,4.67,hard,23,chembl;opentargets;pubchem;pubmed;uniprot,chembl;opentargets;pubchem;pubmed;uniprot,1.0,516.24,10417,4692,,,,,,,,
PMID:36352432,Cardiovascular Medicine,Sex Differences in Cardiac Physiology,4.0,hard,19,kegg;opentargets;pubmed;uniprot,kegg;opentargets;pubmed;uniprot,1.0,469.84,7835,4117,,,,,,,,
1506.01863v1,Medical AI & Informatics,Computational Proteomics,2.67,medium,13,pubmed;pubmemd;uniprot,chembl;pubmed;uniprot,0.667,417.47,6870,2391,,,,,,,,
PMID:30846383,Other,Veterinary Neurology & Comparative Medicine,2.33,easy,12,pubmed,pubmed,1.0,290.14,3494,2219,,,,,,,,
2009.09087v1,Infectious Disease & Immunology,Lyme Borreliosis,4.0,hard,13,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,311.26,4797,2646,,,,,,,,
PMID:20091556,Clinical Medicine,Psychiatry & Behavioral Health,3.0,medium,8,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,250.49,2228,2451,,,,,,,,
PMID:33098194,Cardiovascular Medicine,Atherosclerosis & Lipid Metabolism,3.67,hard,14,chembl;kegg;pubchem;pubmed;uniprot,chembl;kegg;opentargets;pubchem;pubmed;uniprot,0.833,383.8,8331,3198,,,,,,,,
PMID:29554350,Oncology,Breast Cancer,3.33,medium,11,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,231.46,3966,2399,,,,,,,,
PMID:37382948,Oncology,Breast Cancer,3.33,medium,21,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,366.27,11034,4343,,,,,,,,
PMID:24607040,Infectious Disease & Immunology,Allergen Immunotherapy,3.67,hard,16,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,224.59,5938,2945,,,,,,,,
PMID:37592831,Clinical Medicine,Periodontology & Oral Regenerative Medicine,3.67,hard,23,kegg;pubchem;pubmed,chembl;kegg;pubchem;pubmed,0.75,283.78,11676,3566,,,,,,,,
PMID:37885505,Clinical Medicine,Hepatology; Diagnostic Pathology,3.0,medium,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,243.93,4957,3476,,,,,,,,
PMID:37031496,Oncology,Cancer Biology & Drug Resistance,4.0,hard,15,chembl;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.75,345.08,6869,3287,,,,,,,,
PMID:35883776,Clinical Medicine,Hypertensive disorders of pregnancy,3.67,hard,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,409.87,5890,4035,,,,,,,,
PMID:38593118,Neuroscience & Psychiatry,Neurological Disorders - Epilepsy,3.67,hard,17,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,371.92,7870,3346,,,,,,,,
NCT02837588,Surgical Sciences,Gynecology & Pelvic Medicine,2.33,easy,29,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,373.23,11681,1054,,,,,,,,
PMID:20091619,Public Health & Epidemiology,Palliative and End-of-Life Care,2.33,easy,12,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,245.27,3380,2548,,,,,,,,
PMID:40630651,Neuroscience & Psychiatry,"Neurotrauma, spinal cord injury mechanisms",4.67,hard,22,pubmed,pubmed,1.0,395.89,9920,5049,,,,,,,,
PMID:38233851,Public Health & Epidemiology,Health Systems & Pharmaceutical Interventions,3.67,hard,22,clinicaltrialsgov;ncbi_datasets;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,1.0,395.87,9327,3156,,,,,,,,
PMID:40425830,Public Health & Epidemiology,"Zoonotic spillover surveillance, Ecological disease prevention",4.0,hard,17,clinicaltrialsgov;ncbi_datasets;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,1.0,340.02,6345,3198,,,,,,,,
PMID:27750340,Clinical Medicine,Laboratory Medicine & Clinical Chemistry,2.67,medium,11,pubmed,opentargets;pubmed,0.5,244.17,4730,2434,,,,,,,,
PMID:35477331,Oncology,Cancer Screening & Early Detection,3.33,medium,14,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,248.63,4804,2789,,,,,,,,
PMID:38886139,Neuroscience & Psychiatry,Systems Neuroscience & Learning,4.33,hard,17,ncbi_datasets;pubmed,ncbi_datasets;pubmed,1.0,315.69,7462,3590,,,,,,,,
2207.06096v2,Cardiovascular Medicine,Cardiac Signal Analysis and Medical AI,2.67,medium,18,pubmed,pubmed,1.0,366.78,6491,2636,,,,,,,,
PMID:39546829,Neuroscience & Psychiatry,Prion Disease & Neurodegeneration,4.33,hard,12,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,204.11,4853,1832,,,,,,,,
hsa05340,Infectious Disease & Immunology,Primary Immunodeficiencies & Immune Dysregulation,3.0,medium,14,biomcp;pubmed;uniprot,biomcp;pubmed;uniprot,1.0,238.37,4884,4230,,,,,,,,
PMID:38996387,Neuroscience & Psychiatry,Neurodegenerative diseases,4.33,hard,16,chembl;opentargets;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,1.0,328.56,8303,3150,,,,,,,,
PMID:39653824,Cardiovascular Medicine,"Atherosclerosis, Clonal Hematopoiesis",4.0,hard,24,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,1.0,375.67,10934,3484,,,,,,,,
PMID:41779722,Oncology,Hematologic Malignancies & Plasma Cell Disorders,4.0,hard,17,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.75,454.47,8722,3609,,,,,,,,
PMID:35505248,Infectious Disease & Immunology,"Urinary tract infections, Host-microbiota interactions",3.67,hard,22,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,373.9,7320,3923,,,,,,,,
PMID:26175143,Clinical Medicine,Nephrology,3.67,hard,10,pubmed,pubmed,1.0,273.98,3723,2999,,,,,,,,
P19532,Oncology,Renal Cell Carcinoma,4.0,hard,16,chembl;clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,1.0,363.46,7038,2774,,,,,,,,
PMID:36168375,Neuroscience & Psychiatry,Neuroimmunology & Gut-Brain Axis,3.67,hard,17,kegg;pubmed,kegg;opentargets;pubmed,0.667,363.45,5560,4687,,,,,,,,
PMID:36819340,Neuroscience & Psychiatry,Neurodevelopmental Disorders & Epilepsy,4.33,hard,20,kegg;opentargets;pubmed,kegg;opentargets;pubmed,1.0,396.91,8074,3525,,,,,,,,
PMID:34973469,Clinical Medicine,Metabolic Medicine & Endocrinology,4.0,hard,16,clinicaltrialsgov;kegg;pubmed,clinicaltrialsgov;kegg;opentargets;pubmed,0.75,349.63,7046,3028,,,,,,,,
PMID:37488315,Public Health & Epidemiology,Health Disparities & Policy,3.67,hard,21,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,410.4,7071,4143,,,,,,,,
PMID:34023496,Infectious Disease & Immunology,Antiviral Drug Development,4.0,hard,17,chembl;clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,1.0,275.81,5049,3494,,,,,,,,
PMID:39232666,Genomics & Precision Medicine,Spatial Genomics,3.33,medium,13,biomcp;ncbi_datasets;pubmed,biomcp;ncbi_datasets;pubmed,1.0,279.02,4652,3899,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Translational Fibrosis Therapy,4.0,hard,20,clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.75,387.74,10156,4970,,,,,,,,
PMID:38722020,Public Health & Epidemiology,Health Literacy & Communication,2.67,medium,16,pubmed,pubmed,1.0,283.19,5889,3111,,,,,,,,
PMID:40404827,Oncology,"Viral oncology, KSHV-associated malignancies",4.33,hard,23,chembl;opentargets;pubmed,chembl;opentargets;pubchem;pubmed,0.75,396.88,10917,3403,,,,,,,,
PMID:31450719,Clinical Medicine,Sleep Medicine & Otolaryngology,4.0,hard,15,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,321.66,7985,2706,,,,,,,,
PMID:38351187,Oncology,Immunotherapy Resistance & Precision Oncology,5.0,hard,18,chembl;opentargets;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,1.0,383.92,9057,4814,,,,,,,,
PMID:26677426,Clinical Medicine,Nephrology & Transplantation,4.0,hard,14,clinicaltrialsgov;opentargets;pubmed;uniprot,clinicaltrialsgov;opentargets;pubmed;uniprot,1.0,297.94,5609,3006,,,,,,,,
PMID:36156126,Public Health & Epidemiology,Smoking Cessation/Metabolic Health,3.67,hard,13,biomcp;pubmed,biomcp;pubmed,1.0,314.93,4867,3147,,,,,,,,
PMID:31648041,Clinical Medicine,Hematology & Thrombosis,3.0,medium,18,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,347.24,8379,3332,,,,,,,,
2503.21992v1,Neuroscience & Psychiatry,Movement Disorders,3.67,hard,17,ncbi_datasets;opentargets;pubmed,ncbi_datasets;opentargets;pubmed,1.0,347.23,7316,3182,,,,,,,,
PMID:40307460,Genomics & Precision Medicine,Epigenetics and chromatin regulation,3.33,medium,14,ncbi_datasets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,0.75,315.79,6962,3884,,,,,,,,
PMID:35723942,Oncology,Immunotherapy and Targeted Therapy,4.0,hard,15,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,0.75,315.79,5886,3701,,,,,,,,
PMID:37068095,Oncology,Neuroendocrine Tumors & Tumor Grading,3.67,hard,19,chembl;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.75,264.93,11057,789,,,,,,,,
PMID:24842458,Neuroscience & Psychiatry,Psychiatry,2.67,medium,15,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,312.97,5304,2906,,,,,,,,
PMID:27659301,Other,Aging Biology; Gerontology,3.67,hard,23,kegg;opentargets;pubmed;uniprot,kegg;opentargets;pubmed;uniprot,1.0,266.79,8447,4920,,,,,,,,
PMID:30931707,Clinical Medicine,Dental Materials & Toxicology,3.33,medium,13,chembl;openfda;pubmed,chembl;openfda;pubmed,1.0,263.73,5306,2268,,,,,,,,
PMID:28977451,Genomics & Precision Medicine,3D Genome Organization,3.67,hard,16,ncbi_datasets;pubmed,ncbi_datasets;pubmed,1.0,313.16,6331,3012,,,,,,,,
PMID:36983246,Clinical Medicine,Pain Medicine & Neuroscience,4.33,hard,10,pubmed,opentargets;pubmed,0.5,209.23,3378,2810,,,,,,,,
PMID:39196113,Cardiovascular Medicine,"Cardiology, Aging & Prevention",4.0,hard,17,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.5,359.71,7313,3117,,,,,,,,
PMID:22487688,Infectious Disease & Immunology,Autoimmunity & Immunopathology,4.33,hard,11,pubmed;uniprot,opentargets;pubmed;uniprot,0.667,258.64,3762,2913,,,,,,,,
2410.05552v3,Public Health & Epidemiology,Adaptive Trial Design and Sequential Analysis,4.0,hard,15,pubmed,pubmed,1.0,348.11,4304,4622,,,,,,,,
1412.0897v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,18,kegg;pubmed,chembl;kegg;pubchem;pubmed,0.5,379.21,10539,2741,,,,,,,,
PMID:36090489,Pharmacology & Drug Discovery,Oncology Pharmacokinetics,3.67,hard,22,chembl;clinicaltrialsgov;openfda;pubmed,chembl;clinicaltrialsgov;openfda;pubmed,1.0,487.27,10296,4355,,,,,,,,
PMID:32735848,Infectious Disease & Immunology,Bacterial Pathogenesis,3.67,hard,19,kegg;pubmed;uniprot,chembl;kegg;pubmed;uniprot,0.75,432.31,8338,4258,,,,,,,,
PMID:38622584,Public Health & Epidemiology,Occupational health and environmental toxicology,4.67,hard,22,pubmed,ncbi_datasets;pubmed,0.5,389.7,9342,795,,,,,,,,
NCT04569188,Infectious Disease & Immunology,"COVID-19 Therapeutics, Geriatric Medicine",2.67,medium,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,309.7,4892,2682,,,,,,,,
PMID:32692051,Genomics & Precision Medicine,Cancer Predisposition/Growth Disorders,4.67,hard,16,chembl;ncbi_datasets;opentargets;pubmed;uniprot,chembl;ncbi_datasets;opentargets;pubmed;uniprot,1.0,365.54,8177,4767,,,,,,,,
PMID:35371880,Infectious Disease & Immunology,Post-Infectious Pulmonary Complications,4.0,hard,21,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,chembl;clinicaltrialsgov;opentargets;pubmed;uniprot,1.0,316.36,9366,4473,,,,,,,,
PMID:37854319,Clinical Medicine,Osteoarthritis and Joint Degeneration,3.67,hard,15,chembl;kegg;pubmed;uniprot,chembl;kegg;opentargets;pubmed;uniprot,0.8,313.44,6751,4681,,,,,,,,
NCT00837486,Neuroscience & Psychiatry,"Treatment-Resistant Depression, Neuromodulation",4.0,hard,12,clinicaltrialsgov;ncbi_datasets;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,0.75,231.76,5199,2707,,,,,,,,
PMID:15051286,Oncology,Cancer Biology & Pancreatic Cancer,3.67,hard,13,opentargets;pubmed;uniprot,opentargets;pubmed;uniprot,1.0,205.11,5055,2545,,,,,,,,
PMID:25929235,Clinical Medicine,Reproductive medicine,2.67,medium,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,239.44,4979,2072,,,,,,,,
PMID:38004652,Infectious Disease & Immunology,Tuberculosis & Immune Suppression,3.67,hard,11,kegg;pubmed,kegg;opentargets;pubmed,0.667,204.99,4831,2347,,,,,,,,
PMID:35731672,Rare & Orphan Diseases,Cystic Fibrosis,2.67,medium,11,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,138.21,3947,2034,,,,,,,,
PMID:11060768,Clinical Medicine,Critical Care & Immunopharmacology,4.0,hard,15,kegg;pubmed;uniprot,kegg;opentargets;pubmed;uniprot,0.75,226.51,8459,3023,,,,,,,,
PMID:39283851,Neuroscience & Psychiatry,Neurodegeneration & Cognitive Disorders,4.67,hard,16,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,1.0,222.43,6749,3053,,,,,,,,
PMID:33583005,Oncology,Cancer Immunotherapy & Precision Pharmacology,3.33,medium,19,chembl;clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,1.0,339.41,8118,4015,,,,,,,,
PMID:34973131,Pharmacology & Drug Discovery,Nanomedicine and targeted drug delivery,4.33,hard,14,chembl;pubmed,chembl;opentargets;pubchem;pubmed,0.5,266.55,6889,3136,,,,,,,,
PMID:36949522,Clinical Medicine,Pediatric Endocrinology,4.0,hard,20,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,420.2,8055,4205,,,,,,,,
PMID:38797149,Other,Cell Biology & Signaling,3.67,hard,15,biomcp;chembl;kegg;ncbi_datasets;pubmed,biomcp;kegg;pubmed;uniprot,0.75,380.55,7616,4395,,,,,,,,
PMID:35761104,Neuroscience & Psychiatry,"Neurophysiology, Systems Neuroscience",3.33,medium,19,pubmed,ncbi_datasets;pubmed,0.5,375.68,7465,3557,,,,,,,,
PMID:39304375,Clinical Medicine,Radiology & Diagnostic Imaging,3.67,hard,21,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,410.67,7203,4790,,,,,,,,
PMID:19520658,Pharmacology & Drug Discovery,Cardiovascular Pharmacology,3.67,hard,14,chembl;pubchem;pubmed;uniprot,chembl;pubchem;pubmed;uniprot,1.0,277.59,4529,3830,,,,,,,,
PMID:37253507,Oncology,Breast Cancer,4.0,hard,16,chembl;clinicaltrialsgov;pubchem;pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,0.8,343.37,8104,3164,,,,,,,,
PMID:26506367,Public Health & Epidemiology,Environmental Health and Mental Health,3.33,medium,16,pubmed,pubmed,1.0,348.67,6489,4030,,,,,,,,
PMID:32266483,Oncology,Melanoma & Immunotherapy,3.33,medium,11,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,245.92,3811,2756,,,,,,,,
PMID:36240281,Oncology,Cancer Immunotherapy,4.0,hard,12,pubmed,opentargets;pubmed,0.5,254.76,5675,2655,,,,,,,,
PMID:26166239,Neuroscience & Psychiatry,Movement Disorders,4.0,hard,14,chembl;opentargets;pubmed,chembl;opentargets;pubmed;uniprot,0.75,292.65,7771,3418,,,,,,,,
PMID:38648090,Medical AI & Informatics,Remote Patient Monitoring Implementation Science,2.67,medium,15,biomcp;pubmed,biomcp;pubmed,1.0,251.05,5014,3451,,,,,,,,
PMID:28282721,Genomics & Precision Medicine,Ethics and Governance,3.67,hard,16,pubmed,opentargets;pubmed,0.5,262.24,5136,3983,,,,,,,,
PMID:42034005,Cardiovascular Medicine,Inflammasome and Cardiometabolic Disease,4.0,hard,14,chembl;opentargets;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,1.0,262.24,6238,4379,,,,,,,,
PMID:25892859,Oncology,Hepatocellular Carcinoma & Metabolic Disease,4.33,hard,16,kegg;opentargets;pubmed,chembl;kegg;opentargets;pubmed,0.75,320.43,7633,4825,,,,,,,,
PMID:19553813,Neuroscience & Psychiatry,Neurodegeneration & Movement Disorders,3.67,hard,9,pubmed,ncbi_datasets;pubmed,0.5,153.6,3146,2456,,,,,,,,
PMID:33347838,Medical AI & Informatics,Computational Drug Discovery,3.33,medium,18,chembl;ncbi_datasets;opentargets;pubmed,chembl;ncbi_datasets;opentargets;pubmed,1.0,317.65,8978,3748,,,,,,,,
PMID:25993103,Public Health & Epidemiology,"Environmental epidemiology, public health surveillance",3.0,medium,13,pubmed,pubmed,1.0,319.02,5014,4600,,,,,,,,
2506.08258v1,Surgical Sciences,Surgical AI adoption and implementation,3.33,medium,14,pubmed,pubmed,1.0,319.03,4896,2522,,,,,,,,
PMID:34629058,Cardiovascular Medicine,Interventional Cardiology,3.0,medium,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,258.51,4508,2946,,,,,,,,
PMID:38185705,Cardiovascular Medicine,Cardiac Regeneration & Tissue Repair,4.67,hard,17,chembl;kegg;pubmed;uniprot,chembl;kegg;opentargets;pubmed;uniprot,0.8,319.1,8747,4798,,,,,,,,
hsa05034,Neuroscience & Psychiatry,Addiction Neurobiology,3.33,medium,11,kegg;pubmed;uniprot,kegg;pubmed;uniprot,1.0,220.62,4214,2198,,,,,,,,
PMID:26439354,Genomics & Precision Medicine,Evolutionary Cell Biology / Endosymbiosis,2.67,medium,12,ncbi_datasets;pubmed,ncbi_datasets;pubmed,1.0,281.12,5604,3426,,,,,,,,
PMID:28176333,Clinical Medicine,Obstetrics & Gynecology,3.0,medium,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,205.25,3329,2447,,,,,,,,
PMID:41000472,Surgical Sciences,Osteoarthritis and Joint Biomechanics,4.0,hard,20,kegg;pubmed;uniprot,kegg;opentargets;pubmed;uniprot,0.75,318.66,9668,4230,,,,,,,,
PMID:27814965,Public Health & Epidemiology,Cancer Prevention & Implementation Science,3.67,hard,16,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,189.92,6388,3785,,,,,,,,
PMID:36536241,Neuroscience & Psychiatry,Neurodegeneration,3.67,hard,20,opentargets;pubmed;uniprot,opentargets;pubmed;uniprot,1.0,275.8,10095,5122,,,,,,,,
2511.21075v3,Medical AI & Informatics,Large language models for biology,4.67,hard,20,biomcp;pubmed,biomcp;kegg;pubmed;uniprot,0.5,370.82,7983,3240,,,,,,,,
PMID:38932991,Rare & Orphan Diseases,Lysosomal Storage Disorders,4.0,hard,14,biomcp;ncbi_datasets;opentargets;pubmed,biomcp;ncbi_datasets;opentargets;pubmed,1.0,237.46,6273,2777,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,3.33,medium,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,237.51,3293,3081,,,,,,,,
1908.07048v1,Oncology,Cancer Biology,4.67,hard,15,chembl;kegg;opentargets;pubmed,chembl;kegg;opentargets;pubmed,1.0,341.06,7075,3704,,,,,,,,
PMID:33385325,Neuroscience & Psychiatry,Cellular Neuroscience & Glia Biology,4.33,hard,16,kegg;ncbi_datasets;pubmed;uniprot,kegg;ncbi_datasets;pubmed;uniprot,1.0,268.52,6820,3256,,,,,,,,
PMID:6987108,Clinical Medicine,Dermatology and autoimmune bullous diseases,2.67,medium,15,pubmed,pubmed,1.0,261.96,4788,3447,,,,,,,,
2508.13217v1,Medical AI & Informatics,AI governance and clinical deployment,3.67,hard,17,pubmed,pubmed,1.0,364.52,5374,3423,,,,,,,,
PMID:28752910,Clinical Medicine,Reproductive Medicine,3.0,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,237.77,2850,1672,,,,,,,,
PMID:38934628,Oncology,Multimodal Cancer Treatment,4.0,hard,15,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,272.34,4331,3463,,,,,,,,
PMID:33458578,Neuroscience & Psychiatry,Neuromuscular Disorders & Neurodegeneration,4.0,hard,15,chembl;ncbi_datasets;opentargets;pubmed;uniprot,chembl;ncbi_datasets;opentargets;pubmed;uniprot,1.0,326.53,6720,4048,,,,,,,,
PMID:37582363,Genomics & Precision Medicine,RNA Splicing & Hematopoiesis,4.0,hard,21,ncbi_datasets;opentargets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,1.0,431.56,11798,3551,,,,,,,,
2410.06585v1,Pharmacology & Drug Discovery,Clinical Pharmacology & Rare Disease Drug Development,4.0,hard,16,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,321.29,5309,3452,,,,,,,,
1709.03828v1,Neuroscience & Psychiatry,Neurodegeneration,4.33,hard,16,chembl;kegg;pubmed;uniprot,chembl;kegg;pubchem;pubmed;uniprot,0.8,278.81,8749,2863,,,,,,,,
PMID:28024135,Oncology,Pharmacology and drug resistance mechanisms,4.0,hard,17,chembl;clinicaltrialsgov;opentargets;pubmed,chembl;clinicaltrialsgov;opentargets;pubmed,1.0,351.93,7471,3833,,,,,,,,
NCT05143320,Neuroscience & Psychiatry,Post-Viral Neurological Complications,4.0,hard,13,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.5,291.11,6747,3233,,,,,,,,
PMID:40418526,Clinical Medicine,"Endocrinology, obesity medicine",4.0,hard,21,clinicaltrialsgov;openfda;pubmed,clinicaltrialsgov;openfda;pubmed,1.0,323.37,7592,4021,,,,,,,,
PMID:17367420,Clinical Medicine,Medical Education & Sexual Medicine,3.0,medium,13,pubmed,pubmed,1.0,211.35,4085,3221,,,,,,,,
NCT05801913,Oncology,Hematologic Malignancies,4.0,hard,24,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,305.25,9688,3387,,,,,,,,
PMID:26092033,Public Health & Epidemiology,Preventive dentistry,1.67,easy,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,247.71,3148,3109,,,,,,,,
PMID:23929628,Neuroscience & Psychiatry,Acute Ischemic Stroke,4.0,hard,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,237.51,3293,3081,,,,,,,,
PMID:33871295,Public Health & Epidemiology,Sexual and reproductive health,3.0,medium,22,pubmed,pubmed,1.0,367.59,8157,3793,,,,,,,,
PMID:38913933,Oncology,Breast Cancer Immunotherapy,4.0,hard,13,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,251.04,5343,3468,,,,,,,,
PMID:33745636,Clinical Medicine,Genetic Dermatology & Rare Skin Diseases,3.33,medium,20,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,clinicaltrialsgov;ncbi_datasets;opentargets;pubmed;uniprot,1.0,268.74,8453,4129,,,,,,,,
PMID:39115047,Clinical Medicine,Dermatology & Pharmacology,4.0,hard,21,chembl;pubmed,chembl;pubmed,1.0,373.83,8462,4616,,,,,,,,
PMID:37202496,Neuroscience & Psychiatry,Genetic Variation and Neurodegeneration,3.67,hard,13,kegg;ncbi_datasets;pubmed;uniprot,kegg;ncbi_datasets;opentargets;pubmed;uniprot,0.8,304.19,6582,3640,,,,,,,,
PMID:34488219,Infectious Disease & Immunology,Infection Control & Nosocomial Infection Prevention,3.0,medium,13,openfda;pubmed,openfda;pubmed,1.0,331.35,4417,4305,,,,,,,,
PMID:27493633,Cardiovascular Medicine,Cardiology / Myocarditis & Arrhythmias,4.33,hard,16,pubmed,pubmed,1.0,391.01,5935,4810,,,,,,,,
P49815,Genomics & Precision Medicine,Genetic Heterogeneity and Pleiotropy,4.0,hard,12,ncbi_datasets;opentargets;pubmed;uniprot,ncbi_datasets;opentargets;pubmed;uniprot,1.0,331.91,5655,2697,,,,,,,,
2012.00683v2,Oncology,Cancer Pharmacotherapy,4.0,hard,18,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,chembl;clinicaltrialsgov;opentargets;pubchem;pubmed,1.0,365.46,8037,3612,,,,,,,,
NCT07490990,Oncology,Gastrointestinal Malignancy,4.67,hard,16,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;ncbi_datasets;opentargets;pubmed,0.6,358.74,7655,2322,,,,,,,,
PMID:38797149,Other,Cell Signaling & Lipid Biology,4.0,hard,15,biomcp;chembl;kegg;ncbi_datasets;pubmed,biomcp;chembl;kegg;ncbi_datasets;pubmed,1.0,380.55,7616,4395,,,,,,,,
PMID:33119150,Clinical Medicine,Gastroenterology & Intestinal Immunology,4.33,hard,20,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,387.74,10156,4970,,,,,,,,
PMID:38530545,Oncology,Neuro-oncology & Cancer Immunology,4.67,hard,18,clinicaltrialsgov;opentargets;pubmed,clinicaltrialsgov;opentargets;pubmed,1.0,351.4,6122,4799,,,,,,,,
PMID:34088660,Neuroscience & Psychiatry,Neurodevelopmental Disorders,4.0,hard,16,opentargets;pubmed;uniprot,opentargets;pubmed;uniprot,1.0,331.26,6528,4202,,,,,,,,
PMID:40205044,Genomics & Precision Medicine,Genotype-Phenotype Correlation & Allelic Heterogeneity,4.67,hard,18,kegg;ncbi_datasets;opentargets;pubmed;uniprot,kegg;ncbi_datasets;opentargets;pubmed;uniprot,1.0,332.73,8665,3642,,,,,,,,
NCT00978367,Surgical Sciences,Wound healing and tissue repair,3.67,hard,17,chembl;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.75,341.6,8096,2613,,,,,,,,
NCT07271381,Infectious Disease & Immunology,Environmental Immunotoxicology,3.67,hard,24,chembl;openfda;pubchem;pubmed,chembl;openfda;pubchem;pubmed,1.0,350.73,9473,4360,,,,,,,,
P50749,Oncology,Tumor Suppressor Biology,3.0,medium,16,chembl;opentargets;pubmed;uniprot,chembl;opentargets;pubmed;uniprot,1.0,312.1,7735,3042,,,,,,,,
