task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:33482595,Genomics & Precision Medicine,Genetics,3.67,hard,6,pubmed,ncbi_datasets;opentargets;pubmed;uniprot,0.25,93.25,45241,5554,0.75,0.55,0.5,0.7,0.65,0.625,1,"The model covers many key uncharacterized mechanisms including incomplete penetrance, non-coding mutations, ribosome-telomere crosstalk, novel gene mechanisms, and telomerase trafficking. However, it misses tissue-specific vulnerability (why bone marrow/skin/lungs are preferentially affected) and therapeutic development status mentioned in the gold standard. Evidence quality is concerning: several PMIDs cited (26024875, 21415081, 25893599, 21957040, 38176734, 21205863) don't appear in tool resul"
PMID:35773407,Oncology,Molecular Classification & Precision Oncology,3.0,medium,13,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,122.69,38072,6141,0.55,0.5,0.5,0.4,0.5,0.4975,0,"The model covers the basic IMF framework components and CMS limitations but critically fails to emphasize that IMF lacks prospective validation for treatment response prediction—the central point of the gold answer. The model presents theoretical improvements as established facts (e.g., iCMS3 MSS tumors responding to immunotherapy, fibrosis predicting chemotherapy resistance) without acknowledging these are unproven hypotheses. Evidence citations are real (PMID 35773407, 41303568) but the model "
PMID:38797149,Other,Cell Signaling & Lipid Biology,4.0,hard,7,kegg;pubmed,biomcp;chembl;kegg;ncbi_datasets;pubmed,0.4,63.31,20019,4479,0.6,0.5,0.45,0.55,0.55,0.5275,0,"The model provides a solid textbook-level overview of phosphoinositide signaling, covering enzymatic machinery, membrane identity, PLC/PI3K pathways, and disease implications. However, it completely misses the gold answer's central theme: nonlinear dynamics and autonomous oscillatory behavior in PI metabolism (excitability, sustained oscillations, mixed-mode oscillations), which transforms understanding from a simple signal relay to a self-organizing system. Tool queries were too generic—none ta"
PMID:26886473,Surgical Sciences,Endodontics,2.67,medium,3,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,43.94,4548,3058,0.72,0.78,0.62,0.72,0.68,0.701,1,"The model covered the main conclusion well (insufficient evidence for preoperative antibiotics in irreversible pulpitis) and correctly identified key systematic reviews including Cochrane reviews. However, it missed several important aspects from the gold standard: specific unknown outcomes (anesthesia success for inferior alveolar nerve blocks, flare-up prevention), detailed discussion of potential harms beyond resistance (adverse drug reactions, microbiome disruption), antimicrobial stewardshi"
PMID:31967345,Genomics & Precision Medicine,Epigenetic & Post-Translational Regulation,4.0,hard,8,pubmed,kegg;pubchem;pubmed;uniprot,0.25,61.64,17505,4429,0.65,0.5,0.7,0.6,0.55,0.61,1,"The model addresses the three specific areas requested (mRNA stability, translation, trafficking) with good molecular detail and specific examples (Trim71, RNF43/ZNRF3, cSetdb1). However, it misses broader context from the gold answer including the diversity of ubiquitin chain linkages (K6, K11, K27, etc.), key E3/DUB examples (HUWE1/N-MYC, USP21/NANOG, SCF-type ligases), and the scale of the ubiquitin system (600+ E3s, ~100 DUBs). Evidence quality is moderate—claims appear accurate based on too"
PMID:34140529,Genomics & Precision Medicine,Rare Genetic Syndromes,3.67,hard,16,pubmed,ncbi_datasets;opentargets;pubmed,0.333,88.39,48508,6866,0.72,0.7,0.68,0.68,0.65,0.6895,1,"The model provides a well-structured answer covering genetic modifiers (notably NCF1, which is a valuable addition beyond the gold standard), epigenetic factors, specific phenotypic outcomes, and mechanism-based therapies. However, it misses several key aspects from the gold standard: BAZ1B and its role in neural crest cell function/chromatin remodeling, CLIP2's contribution to brain structure, non-deleted allele variation as a source of variability, genetic background effects, deletion breakpoi"
PMID:31576938,Neuroscience & Psychiatry,Psychiatry,3.33,medium,8,pubmed,pubmed,1.0,71.78,13878,3874,0.7,0.55,0.6,0.65,0.6,0.6225,1,"The model covers the main classification debate and presents both sides reasonably well, including neurobiological evidence and treatment implications. However, it misses several key specifics from the gold standard: the SLITRK1 genetic overlap, the ego-dystonic distinction between OCD compulsions and TTM pulling, cognitive functioning differences, the BFRB alternative category proposal, and evidence quality limitations. Evidence quality is moderate—the model found relevant studies (PMID 3157693"
PMID:40766035,Public Health & Epidemiology,"Geriatrics, Preventive Medicine",4.0,hard,8,pubmed,ncbi_datasets;pubmed,0.5,61.61,11175,3702,0.65,0.55,0.6,0.7,0.65,0.625,1,"The model addressed all three pillars (reframing aging, multimorbidity, lifespan prevention) but missed key elements from the gold standard: the WHO Decade of Healthy Ageing framework, specific statistics (20-30% mortality reduction, 60% multimorbidity prevalence), dietary patterns (Mediterranean/DASH), and unknown aspects/research gaps. Evidence quality is moderate—citations are provided from PubMed searches but key foundational references (WHO reports, systematic reviews on integrated care) ar"
PMID:20724852,Rare & Orphan Diseases,Hereditary Corneal Dystrophies,3.33,medium,21,pubmed,chembl;clinicaltrialsgov;pubmed;uniprot,0.25,95.51,49549,6796,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {
    ""scores"": {
        ""coverage"": 0.65,
        ""evidence_quality"": 0.65,
        ""tool_usage"": 0.45,
        ""reasoning_quality"": 0.60,
        ""completeness"": 0.55
    },
    ""reasoning"": ""The model covers the main surgical approaches (PTK, LK/DALK, PK) and correctly identifies the mechanism of recurrence (host keratocytes producing mutant TGFBIp). However, it misses several key aspects from the gold standard: homozygous vs heterozygous differences in recurrence severity,"
PMID:40747632,Infectious Disease & Immunology,Autoinflammatory Diseases,3.0,medium,7,pubmed,clinicaltrialsgov;opentargets;pubmed,0.333,73.52,16508,4278,0.65,0.3,0.55,0.45,0.55,0.51,0,"The model covers many key clinical and laboratory discriminating features (neutrophilic infiltrate, non-pruritic wheals, elevated acute-phase reactants, fixed distribution) but misses VEXAS syndrome entirely and omits mention of somatic mosaicism/low-penetrance variants. The most significant flaw is the model's definitive claim that early IL-1 inhibition prevents long-term complications, directly contradicting the gold standard which identifies this as a critical unanswered question with limited"
